

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Denmark",54,"Population density",4107,2017,133.6,"E","",""
"Denmark",54,"Gross Domestic Product (GDP)",4112,1962,7.812968114E9,"E","",""
"Denmark",54,"Gross Domestic Product (GDP)",4112,1967,1.2788479692E10,"E","",""
"Denmark",54,"Gross Domestic Product (GDP)",4112,1972,2.2966364109E10,"E","",""
"Denmark",54,"Gross Domestic Product (GDP)",4112,1977,4.9666416195E10,"E","",""
"Denmark",54,"Gross Domestic Product (GDP)",4112,1982,5.9916301294E10,"E","",""
"Denmark",54,"Gross Domestic Product (GDP)",4112,1987,1.09E11,"E","",""
"Denmark",54,"Gross Domestic Product (GDP)",4112,1992,1.53E11,"E","",""
"Denmark",54,"Gross Domestic Product (GDP)",4112,1997,1.74E11,"E","",""
"Denmark",54,"Gross Domestic Product (GDP)",4112,2002,1.79E11,"E","",""
"Denmark",54,"Gross Domestic Product (GDP)",4112,2007,3.2E11,"E","",""
"Denmark",54,"Gross Domestic Product (GDP)",4112,2012,3.25E11,"E","",""
"Denmark",54,"Gross Domestic Product (GDP)",4112,2015,2.95E11,"E","",""
"Denmark",54,"GDP per capita",4458,1962,1681.0,"E","",""
"Denmark",54,"GDP per capita",4458,1967,2647.0,"E","",""
"Denmark",54,"GDP per capita",4458,1972,4602.0,"E","",""
"Denmark",54,"GDP per capita",4458,1977,9744.0,"E","",""
"Denmark",54,"GDP per capita",4458,1982,11696.0,"E","",""
"Denmark",54,"GDP per capita",4458,1987,2655.0,"E","",""
"Denmark",54,"GDP per capita",4458,1992,29582.0,"E","",""
"Denmark",54,"GDP per capita",4458,1997,32967.0,"E","",""
"Denmark",54,"GDP per capita",4458,2002,33315.0,"E","",""
"Denmark",54,"GDP per capita",4458,2007,58501.0,"E","",""
"Denmark",54,"GDP per capita",4458,2012,57922.0,"K","",""
"Denmark",54,"GDP per capita",4458,2015,51448.0,"E","",""
"Denmark",54,"Human Development Index (HDI) [highest = 1]",4111,1990,0.7987,"E","",""
"Denmark",54,"Human Development Index (HDI) [highest = 1]",4111,2000,0.8618,"E","",""
"Denmark",54,"Human Development Index (HDI) [highest = 1]",4111,2012,0.9211,"E","",""
"Denmark",54,"Human Development Index (HDI) [highest = 1]",4111,2014,0.9233,"E","",""
"Denmark",54,"Long-term average annual precipitation in depth",4151,1962,703.0,"E","",""
"Denmark",54,"Long-term average annual precipitation in depth",4151,1967,703.0,"E","",""
"Denmark",54,"Long-term average annual precipitation in depth",4151,1972,703.0,"E","",""
"Denmark",54,"Long-term average annual precipitation in depth",4151,1977,703.0,"E","",""
"Denmark",54,"Long-term average annual precipitation in depth",4151,1982,703.0,"E","",""
"Denmark",54,"Long-term average annual precipitation in depth",4151,1987,703.0,"E","",""
"Denmark",54,"Long-term average annual precipitation in depth",4151,1992,703.0,"E","",""
"Denmark",54,"Long-term average annual precipitation in depth",4151,1997,703.0,"E","",""
"Denmark",54,"Long-term average annual precipitation in depth",4151,2002,703.0,"E","",""
"Denmark",54,"Long-term average annual precipitation in depth",4151,2007,703.0,"E","",""
"Denmark",54,"Long-term average annual precipitation in depth",4151,2012,703.0,"E","",""
"Denmark",54,"Long-term average annual precipitation in depth",4151,2017,703.0,"E","",""
"Denmark",54,"Long-term average annual precipitation in volume",4150,1962,30.29,"E","",""
"Denmark",54,"Long-term average annual precipitation in volume",4150,1967,30.29,"E","",""
"Denmark",54,"Long-term average annual precipitation in volume",4150,1972,30.29,"E","",""
"Denmark",54,"Long-term average annual precipitation in volume",4150,1977,30.29,"E","",""
"Denmark",54,"Long-term average annual precipitation in volume",4150,1982,30.29,"E","",""
"Denmark",54,"Long-term average annual precipitation in volume",4150,1987,30.29,"E","",""
"Denmark",54,"Long-term average annual precipitation in volume",4150,1992,30.29,"E","",""
"Denmark",54,"Long-term average annual precipitation in volume",4150,1997,30.29,"E","",""
"Denmark",54,"Long-term average annual precipitation in volume",4150,2002,30.29,"E","",""
"Denmark",54,"Long-term average annual precipitation in volume",4150,2007,30.29,"E","",""
"Denmark",54,"Long-term average annual precipitation in volume",4150,2012,30.17,"E","",""
"Denmark",54,"Long-term average annual precipitation in volume",4150,2017,30.17,"E","",""
"Denmark",54,"Surface water produced internally",4155,1962,3.7,"","",""
"Denmark",54,"Surface water produced internally",4155,1967,3.7,"","",""
"Denmark",54,"Surface water produced internally",4155,1972,3.7,"","",""
"Denmark",54,"Surface water produced internally",4155,1977,3.7,"","",""
"Denmark",54,"Surface water produced internally",4155,1982,3.7,"","",""
"Denmark",54,"Surface water produced internally",4155,1987,3.7,"","",""
"Denmark",54,"Surface water produced internally",4155,1992,3.7,"","",""
"Denmark",54,"Surface water produced internally",4155,1997,3.7,"","",""
"Denmark",54,"Surface water produced internally",4155,2002,3.7,"","",""
"Denmark",54,"Surface water produced internally",4155,2007,3.7,"","",""
"Denmark",54,"Surface water produced internally",4155,2012,3.7,"","",""
"Denmark",54,"Surface water produced internally",4155,2017,3.7,"","",""
"Denmark",54,"Groundwater produced internally",4154,1962,4.3,"","",""
"Denmark",54,"Groundwater produced internally",4154,1967,4.3,"","",""
"Denmark",54,"Groundwater produced internally",4154,1972,4.3,"","",""
"Denmark",54,"Groundwater produced internally",4154,1977,4.3,"","",""
"Denmark",54,"Groundwater produced internally",4154,1982,4.3,"","",""
"Denmark",54,"Groundwater produced internally",4154,1987,4.3,"","",""
"Denmark",54,"Groundwater produced internally",4154,1992,4.3,"","",""
"Denmark",54,"Groundwater produced internally",4154,1997,4.3,"","",""
"Denmark",54,"Groundwater produced internally",4154,2002,4.3,"","",""
"Denmark",54,"Groundwater produced internally",4154,2007,4.3,"","",""
"Denmark",54,"Groundwater produced internally",4154,2012,4.3,"","",""
"Denmark",54,"Groundwater produced internally",4154,2017,4.3,"","",""
"Denmark",54,"Overlap between surface water and groundwater",4156,1962,2.0,"","",""
"Denmark",54,"Overlap between surface water and groundwater",4156,1967,2.0,"","",""
"Denmark",54,"Overlap between surface water and groundwater",4156,1972,2.0,"","",""
"Denmark",54,"Overlap between surface water and groundwater",4156,1977,2.0,"","",""
"Denmark",54,"Overlap between surface water and groundwater",4156,1982,2.0,"","",""
"Denmark",54,"Overlap between surface water and groundwater",4156,1987,2.0,"","",""
"Denmark",54,"Overlap between surface water and groundwater",4156,1992,2.0,"","",""
"Denmark",54,"Overlap between surface water and groundwater",4156,1997,2.0,"","",""
"Denmark",54,"Overlap between surface water and groundwater",4156,2002,2.0,"","",""
"Denmark",54,"Overlap between surface water and groundwater",4156,2007,2.0,"","",""
"Denmark",54,"Overlap between surface water and groundwater",4156,2012,2.0,"","",""
"Denmark",54,"Overlap between surface water and groundwater",4156,2017,2.0,"","",""
"Denmark",54,"Total internal renewable water resources (IRWR)",4157,1962,6.0,"","",""
"Denmark",54,"Total internal renewable water resources (IRWR)",4157,1967,6.0,"","",""
"Denmark",54,"Total internal renewable water resources (IRWR)",4157,1972,6.0,"","",""
"Denmark",54,"Total internal renewable water resources (IRWR)",4157,1977,6.0,"","",""
"Denmark",54,"Total internal renewable water resources (IRWR)",4157,1982,6.0,"","",""
"Denmark",54,"Total internal renewable water resources (IRWR)",4157,1987,6.0,"","",""
"Denmark",54,"Total internal renewable water resources (IRWR)",4157,1992,6.0,"","",""
"Denmark",54,"Total internal renewable water resources (IRWR)",4157,1997,6.0,"","",""
"Denmark",54,"Total internal renewable water resources (IRWR)",4157,2002,6.0,"","",""
"Denmark",54,"Total internal renewable water resources (IRWR)",4157,2007,6.0,"","",""
"Denmark",54,"Total internal renewable water resources (IRWR)",4157,2012,6.0,"","",""
"Denmark",54,"Total internal renewable water resources (IRWR)",4157,2017,6.0,"","",""
"Denmark",54,"Total internal renewable water resources per capita",4158,1962,1291.0,"K","",""
"Denmark",54,"Total internal renewable water resources per capita",4158,1967,1242.0,"K","",""
"Denmark",54,"Total internal renewable water resources per capita",4158,1972,1202.0,"K","",""
"Denmark",54,"Total internal renewable water resources per capita",4158,1977,1177.0,"K","",""
"Denmark",54,"Total internal renewable water resources per capita",4158,1982,1171.0,"K","",""
"Denmark",54,"Total internal renewable water resources per capita",4158,1987,146.2,"K","",""
"Denmark",54,"Total internal renewable water resources per capita",4158,1992,1160.0,"K","",""
"Denmark",54,"Total internal renewable water resources per capita",4158,1997,1137.0,"K","",""
"Denmark",54,"Total internal renewable water resources per capita",4158,2002,1117.0,"K","",""
"Denmark",54,"Total internal renewable water resources per capita",4158,2007,1097.0,"K","",""
"Denmark",54,"Total internal renewable water resources per capita",4158,2012,1069.0,"","",""
"Denmark",54,"Total internal renewable water resources per capita",4158,2017,1046.0,"K","",""
"Denmark",54,"Water resources: total external renewable",4182,1962,0.0,"I","",""
"Denmark",54,"Water resources: total external renewable",4182,1967,0.0,"I","",""
"Denmark",54,"Water resources: total external renewable",4182,1972,0.0,"I","",""
"Denmark",54,"Water resources: total external renewable",4182,1977,0.0,"I","",""
"Denmark",54,"Water resources: total external renewable",4182,1982,0.0,"I","",""
"Denmark",54,"Water resources: total external renewable",4182,1987,0.0,"I","",""
"Denmark",54,"Water resources: total external renewable",4182,1992,0.0,"I","",""
"Denmark",54,"Water resources: total external renewable",4182,1997,0.0,"I","",""
"Denmark",54,"Water resources: total external renewable",4182,2002,0.0,"I","",""
"Denmark",54,"Water resources: total external renewable",4182,2007,0.0,"I","",""
"Denmark",54,"Water resources: total external renewable",4182,2012,0.0,"I","",""
"Denmark",54,"Water resources: total external renewable",4182,2017,0.0,"I","",""
"Denmark",54,"Total renewable surface water",4185,1962,3.7,"I","",""
"Denmark",54,"Total renewable surface water",4185,1967,3.7,"I","",""
"Denmark",54,"Total renewable surface water",4185,1972,3.7,"I","",""
"Denmark",54,"Total renewable surface water",4185,1977,3.7,"I","",""
"Denmark",54,"Total renewable surface water",4185,1982,3.7,"I","",""
"Denmark",54,"Total renewable surface water",4185,1987,3.7,"I","",""
"Denmark",54,"Total renewable surface water",4185,1992,3.7,"I","",""
"Denmark",54,"Total renewable surface water",4185,1997,3.7,"I","",""
"Denmark",54,"Total renewable surface water",4185,2002,3.7,"I","",""
"Denmark",54,"Total renewable surface water",4185,2007,3.7,"I","",""
"Denmark",54,"Total renewable surface water",4185,2012,3.7,"I","",""
"Denmark",54,"Total renewable surface water",4185,2017,3.7,"I","",""
"Denmark",54,"Total renewable groundwater",4187,1962,4.3,"I","",""
"Denmark",54,"Total renewable groundwater",4187,1967,4.3,"I","",""
"Denmark",54,"Total renewable groundwater",4187,1972,4.3,"I","",""
"Denmark",54,"Total renewable groundwater",4187,1977,4.3,"I","",""
"Denmark",54,"Total renewable groundwater",4187,1982,4.3,"I","",""
"Denmark",54,"Total renewable groundwater",4187,1987,4.3,"I","",""
"Denmark",54,"Total renewable groundwater",4187,1992,4.3,"I","",""
"Denmark",54,"Total renewable groundwater",4187,1997,4.3,"I","",""
"Denmark",54,"Total renewable groundwater",4187,2002,4.3,"I","",""
"Denmark",54,"Total renewable groundwater",4187,2007,4.3,"I","",""
"Denmark",54,"Total renewable groundwater",4187,2012,4.3,"I","",""
"Denmark",54,"Total renewable groundwater",4187,2017,4.3,"I","",""
"Denmark",54,"Total renewable water resources per capita",4190,1962,1291.0,"K","",""
"Denmark",54,"Total renewable water resources per capita",4190,1967,1242.0,"K","",""
"Denmark",54,"Total renewable water resources per capita",4190,1972,1202.0,"K","",""
"Denmark",54,"Total renewable water resources per capita",4190,1977,1177.0,"K","",""
"Denmark",54,"Total renewable water resources per capita",4190,1982,1171.0,"K","",""
"Denmark",54,"Total renewable water resources per capita",4190,1987,146.2,"K","",""
"Denmark",54,"Total renewable water resources per capita",4190,1992,1160.0,"K","",""
"Denmark",54,"Total renewable water resources per capita",4190,1997,1137.0,"K","",""
"Denmark",54,"Total renewable water resources per capita",4190,2002,1117.0,"K","",""
"Denmark",54,"Total renewable water resources per capita",4190,2007,1097.0,"K","",""
"Denmark",54,"Total renewable water resources per capita",4190,2012,1069.0,"I","",""
"Denmark",54,"Total renewable water resources per capita",4190,2017,1046.0,"K","",""
"Denmark",54,"Total exploitable water resources",4196,1962,2.0,"","",""
"Denmark",54,"Total exploitable water resources",4196,1967,2.0,"","",""
"Denmark",54,"Total exploitable water resources",4196,1972,2.0,"","",""
"Denmark",54,"Total exploitable water resources",4196,1977,2.0,"","",""
"Denmark",54,"Total exploitable water resources",4196,1982,2.0,"","",""
"Denmark",54,"Total exploitable water resources",4196,1987,2.0,"","",""
"Denmark",54,"Total exploitable water resources",4196,1992,2.0,"","",""
"Denmark",54,"Total exploitable water resources",4196,1997,2.0,"","",""
"Denmark",54,"Total exploitable water resources",4196,2002,2.0,"","",""
"Denmark",54,"Total exploitable water resources",4196,2007,2.0,"","",""
"Denmark",54,"Total exploitable water resources",4196,2012,2.0,"","",""
"Denmark",54,"Agricultural water withdrawal",4250,1970,0.18,"E","",""
"Denmark",54,"Agricultural water withdrawal",4250,1975,0.46,"E","",""
"Denmark",54,"Agricultural water withdrawal",4250,1980,0.46,"E","",""
"Denmark",54,"Agricultural water withdrawal",4250,1985,0.7,"E","",""
"Denmark",54,"Agricultural water withdrawal",4250,1990,0.465,"E","",""
"Denmark",54,"Agricultural water withdrawal",4250,1997,0.369,"E","",""
"Denmark",54,"Agricultural water withdrawal",4250,2002,0.1652,"E","",""
"Denmark",54,"Agricultural water withdrawal",4250,2007,0.1175,"E","",""
"Denmark",54,"Agricultural water withdrawal",4250,2012,0.164,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,1970,0.08,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,1975,0.045,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,1980,0.045,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,1985,0.33,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,1990,0.225,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,2002,0.0619,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,2007,0.0423,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,2012,0.128,"E","",""
"Denmark",54,"Municipal water withdrawal",4251,1970,0.46,"E","",""
"Denmark",54,"Municipal water withdrawal",4251,1975,0.7,"E","",""
"Denmark",54,"Municipal water withdrawal",4251,1980,0.7,"E","",""
"Denmark",54,"Municipal water withdrawal",4251,1985,0.6746,"E","",""
"Denmark",54,"Municipal water withdrawal",4251,1990,0.571,"E","",""
"Denmark",54,"Municipal water withdrawal",4251,2002,0.4408,"E","",""
"Denmark",54,"Municipal water withdrawal",4251,2007,0.411,"E","",""
"Denmark",54,"Municipal water withdrawal",4251,2012,0.36,"E","",""
"Denmark",54,"Total water withdrawal",4253,1970,0.72,"E","",""
"Denmark",54,"Total water withdrawal",4253,1975,1.205,"E","",""
"Denmark",54,"Total water withdrawal",4253,1980,1.205,"E","",""
"Denmark",54,"Total water withdrawal",4253,1985,1.705,"E","",""
"Denmark",54,"Total water withdrawal",4253,1990,1.261,"E","",""
"Denmark",54,"Total water withdrawal",4253,1997,0.9325,"E","",""
"Denmark",54,"Total water withdrawal",4253,2002,0.6679,"E","",""
"Denmark",54,"Total water withdrawal",4253,2007,0.5708,"E","",""
"Denmark",54,"Total water withdrawal",4253,2012,0.652,"E","",""
"Denmark",54,"Total water withdrawal per capita",4257,1970,144.3,"E","",""
"Denmark",54,"Total water withdrawal per capita",4257,1975,236.4,"E","",""
"Denmark",54,"Total water withdrawal per capita",4257,1980,235.2,"E","",""
"Denmark",54,"Total water withdrawal per capita",4257,1985,41.54,"E","",""
"Denmark",54,"Total water withdrawal per capita",4257,1990,243.8,"E","",""
"Denmark",54,"Total water withdrawal per capita",4257,1997,176.7,"E","",""
"Denmark",54,"Total water withdrawal per capita",4257,2002,124.3,"E","",""
"Denmark",54,"Total water withdrawal per capita",4257,2007,104.4,"E","",""
"Denmark",54,"Total water withdrawal per capita",4257,2012,116.2,"K","",""
"Denmark",54,"Environmental Flow Requirements",4549,1962,2.302,"E","",""
"Denmark",54,"Environmental Flow Requirements",4549,1967,2.302,"E","",""
"Denmark",54,"Environmental Flow Requirements",4549,1972,2.302,"E","",""
"Denmark",54,"Environmental Flow Requirements",4549,1977,2.302,"E","",""
"Denmark",54,"Environmental Flow Requirements",4549,1982,2.302,"E","",""
"Denmark",54,"Environmental Flow Requirements",4549,1987,2.302,"E","",""
"Denmark",54,"Environmental Flow Requirements",4549,1992,2.302,"E","",""
"Denmark",54,"Environmental Flow Requirements",4549,1997,2.302,"E","",""
"Denmark",54,"Environmental Flow Requirements",4549,2002,2.302,"E","",""
"Denmark",54,"Environmental Flow Requirements",4549,2007,2.302,"E","",""
"Denmark",54,"Environmental Flow Requirements",4549,2012,2.302,"E","",""
"Denmark",54,"Environmental Flow Requirements",4549,2017,2.302,"E","",""
"Finland",67,"Total population",4104,1962,4499.0,"E","",""
"Finland",67,"Total population",4104,1967,4589.0,"E","",""
"Finland",67,"Total population",4104,1972,4651.0,"E","",""
"Finland",67,"Total population",4104,1977,4747.0,"E","",""
"Finland",67,"Total population",4104,1982,4835.0,"E","",""
"Finland",67,"Total population",4104,1987,4946.0,"E","",""
"Finland",67,"Total population",4104,1992,5045.0,"E","",""
"Finland",67,"Total population",4104,1997,5152.0,"E","",""
"Finland",67,"Total population",4104,2002,5213.0,"E","",""
"Finland",67,"Total population",4104,2007,5298.0,"E","",""
"Finland",67,"Total population",4104,2012,5413.0,"E","",""
"Finland",67,"Total population",4104,2017,5523.0,"E","",""
"Finland",67,"Rural population",4105,1962,1930.0,"E","",""
"Finland",67,"Rural population",4105,1967,1779.0,"E","",""
"Finland",67,"Rural population",4105,1972,1615.0,"E","",""
"Finland",67,"Rural population",4105,1977,1457.0,"E","",""
"Finland",67,"Rural population",4105,1982,1294.0,"E","",""
"Finland",67,"Rural population",4105,1987,1130.0,"E","",""
"Finland",67,"Rural population",4105,1992,1011.0,"E","",""
"Finland",67,"Rural population",4105,1997,964.0,"E","",""
"Finland",67,"Rural population",4105,2002,923.0,"E","",""
"Finland",67,"Rural population",4105,2007,897.0,"E","",""
"Finland",67,"Rural population",4105,2012,880.0,"E","",""
"Finland",67,"Rural population",4105,2017,881.0,"E","",""
"Finland",67,"Urban population",4106,1962,2569.0,"E","",""
"Finland",67,"Urban population",4106,1967,2810.0,"E","",""
"Finland",67,"Urban population",4106,1972,3036.0,"E","",""
"Finland",67,"Urban population",4106,1977,3290.0,"E","",""
"Finland",67,"Urban population",4106,1982,3541.0,"E","",""
"Finland",67,"Urban population",4106,1987,3816.0,"E","",""
"Finland",67,"Urban population",4106,1992,4034.0,"E","",""
"Finland",67,"Urban population",4106,1997,4188.0,"E","",""
"Finland",67,"Urban population",4106,2002,4290.0,"E","",""
"Finland",67,"Urban population",4106,2007,4401.0,"E","",""
"Finland",67,"Urban population",4106,2012,4533.0,"E","",""
"Finland",67,"Urban population",4106,2017,4642.0,"E","",""
"Finland",67,"Population density",4107,1962,13.3,"E","",""
"Finland",67,"Population density",4107,1967,13.57,"E","",""
"Finland",67,"Population density",4107,1972,13.75,"E","",""
"Finland",67,"Population density",4107,1977,14.04,"E","",""
"Finland",67,"Population density",4107,1982,14.3,"E","",""
"Finland",67,"Population density",4107,1987,14.63,"E","",""
"Finland",67,"Population density",4107,1992,14.92,"E","",""
"Finland",67,"Population density",4107,1997,15.24,"E","",""
"Finland",67,"Population density",4107,2002,15.42,"E","",""
"Finland",67,"Population density",4107,2007,15.66,"E","",""
"Finland",67,"Population density",4107,2012,15.99,"E","",""
"Finland",67,"Population density",4107,2017,16.32,"E","",""
"Finland",67,"Gross Domestic Product (GDP)",4112,1962,6.340580854E9,"E","",""
"Finland",67,"Gross Domestic Product (GDP)",4112,1967,9.36895401E9,"E","",""
"Finland",67,"Gross Domestic Product (GDP)",4112,1972,1.4754136507E10,"E","",""
"Finland",67,"Gross Domestic Product (GDP)",4112,1977,3.3524682308E10,"E","",""
"Finland",67,"Gross Domestic Product (GDP)",4112,1982,5.283212039E10,"E","",""
"Finland",67,"Gross Domestic Product (GDP)",4112,1987,9.1642093873E10,"E","",""
"Finland",67,"Gross Domestic Product (GDP)",4112,1992,1.13E11,"E","",""
"Finland",67,"Gross Domestic Product (GDP)",4112,1997,1.27E11,"E","",""
"Finland",67,"Gross Domestic Product (GDP)",4112,2002,1.4E11,"E","",""
"Finland",67,"Gross Domestic Product (GDP)",4112,2007,2.55E11,"E","",""
"Finland",67,"Gross Domestic Product (GDP)",4112,2012,2.57E11,"E","",""
"Finland",67,"Gross Domestic Product (GDP)",4112,2015,2.3E11,"E","",""
"Finland",67,"GDP per capita",4458,1962,1409.0,"E","",""
"Finland",67,"GDP per capita",4458,1967,2042.0,"E","",""
"Finland",67,"GDP per capita",4458,1972,3172.0,"E","",""
"Finland",67,"GDP per capita",4458,1977,7062.0,"E","",""
"Finland",67,"GDP per capita",4458,1982,10927.0,"E","",""
"Finland",67,"GDP per capita",4458,1987,18529.0,"E","",""
"Finland",67,"GDP per capita",4458,1992,22398.0,"E","",""
"Finland",67,"GDP per capita",4458,1997,24651.0,"E","",""
"Finland",67,"GDP per capita",4458,2002,26856.0,"E","",""
"Finland",67,"GDP per capita",4458,2007,48131.0,"E","",""
"Finland",67,"GDP per capita",4458,2012,47478.0,"E","",""
"Finland",67,"GDP per capita",4458,2015,41644.0,"E","",""
"Finland",67,"Human Development Index (HDI) [highest = 1]",4111,1990,0.7834,"E","",""
"Finland",67,"Human Development Index (HDI) [highest = 1]",4111,2000,0.8568,"E","",""
"Finland",67,"Human Development Index (HDI) [highest = 1]",4111,2012,0.8817,"E","",""
"Finland",67,"Human Development Index (HDI) [highest = 1]",4111,2014,0.8827,"E","",""
"Finland",67,"Long-term average annual precipitation in depth",4151,1962,536.0,"E","",""
"Finland",67,"Long-term average annual precipitation in depth",4151,1967,536.0,"E","",""
"Finland",67,"Long-term average annual precipitation in depth",4151,1972,536.0,"E","",""
"Finland",67,"Long-term average annual precipitation in depth",4151,1977,536.0,"E","",""
"Finland",67,"Long-term average annual precipitation in depth",4151,1982,536.0,"E","",""
"Finland",67,"Long-term average annual precipitation in depth",4151,1987,536.0,"E","",""
"Finland",67,"Long-term average annual precipitation in depth",4151,1992,536.0,"E","",""
"Finland",67,"Long-term average annual precipitation in depth",4151,1997,536.0,"E","",""
"Finland",67,"Long-term average annual precipitation in depth",4151,2002,536.0,"E","",""
"Finland",67,"Long-term average annual precipitation in depth",4151,2007,536.0,"E","",""
"Finland",67,"Long-term average annual precipitation in depth",4151,2012,536.0,"E","",""
"Finland",67,"Long-term average annual precipitation in depth",4151,2017,536.0,"E","",""
"Finland",67,"Long-term average annual precipitation in volume",4150,1962,181.2,"E","",""
"Finland",67,"Long-term average annual precipitation in volume",4150,1967,181.2,"E","",""
"Finland",67,"Long-term average annual precipitation in volume",4150,1972,181.2,"E","",""
"Finland",67,"Long-term average annual precipitation in volume",4150,1977,181.2,"E","",""
"Finland",67,"Long-term average annual precipitation in volume",4150,1982,181.2,"E","",""
"Finland",67,"Long-term average annual precipitation in volume",4150,1987,181.2,"E","",""
"Finland",67,"Long-term average annual precipitation in volume",4150,1992,181.2,"E","",""
"Finland",67,"Long-term average annual precipitation in volume",4150,1997,181.2,"E","",""
"Finland",67,"Long-term average annual precipitation in volume",4150,2002,181.2,"E","",""
"Finland",67,"Long-term average annual precipitation in volume",4150,2007,181.4,"E","",""
"Finland",67,"Long-term average annual precipitation in volume",4150,2012,181.4,"E","",""
"Finland",67,"Long-term average annual precipitation in volume",4150,2017,181.4,"E","",""
"Finland",67,"Surface water produced internally",4155,1962,106.8,"","",""
"Finland",67,"Surface water produced internally",4155,1967,106.8,"","",""
"Finland",67,"Surface water produced internally",4155,1972,106.8,"","",""
"Finland",67,"Surface water produced internally",4155,1977,106.8,"","",""
"Finland",67,"Surface water produced internally",4155,1982,106.8,"","",""
"Finland",67,"Surface water produced internally",4155,1987,106.8,"","",""
"Finland",67,"Surface water produced internally",4155,1992,106.8,"","",""
"Finland",67,"Surface water produced internally",4155,1997,106.8,"","",""
"Finland",67,"Surface water produced internally",4155,2002,106.8,"","",""
"Finland",67,"Surface water produced internally",4155,2007,106.8,"","",""
"Finland",67,"Surface water produced internally",4155,2012,106.8,"","",""
"Finland",67,"Surface water produced internally",4155,2017,106.8,"","",""
"Finland",67,"Groundwater produced internally",4154,1962,2.2,"","",""
"Finland",67,"Groundwater produced internally",4154,1967,2.2,"","",""
"Finland",67,"Groundwater produced internally",4154,1972,2.2,"","",""
"Finland",67,"Groundwater produced internally",4154,1977,2.2,"","",""
"Finland",67,"Groundwater produced internally",4154,1982,2.2,"","",""
"Finland",67,"Groundwater produced internally",4154,1987,2.2,"","",""
"Finland",67,"Groundwater produced internally",4154,1992,2.2,"","",""
"Finland",67,"Groundwater produced internally",4154,1997,2.2,"","",""
"Finland",67,"Groundwater produced internally",4154,2002,2.2,"","",""
"Finland",67,"Groundwater produced internally",4154,2007,2.2,"","",""
"Finland",67,"Groundwater produced internally",4154,2012,2.2,"","",""
"Finland",67,"Groundwater produced internally",4154,2017,2.2,"","",""
"Finland",67,"Overlap between surface water and groundwater",4156,1962,2.0,"","",""
"Finland",67,"Overlap between surface water and groundwater",4156,1967,2.0,"","",""
"Finland",67,"Overlap between surface water and groundwater",4156,1972,2.0,"","",""
"Finland",67,"Overlap between surface water and groundwater",4156,1977,2.0,"","",""
"Finland",67,"Overlap between surface water and groundwater",4156,1982,2.0,"","",""
"Finland",67,"Overlap between surface water and groundwater",4156,1987,2.0,"","",""
"Finland",67,"Overlap between surface water and groundwater",4156,1992,2.0,"","",""
"Finland",67,"Overlap between surface water and groundwater",4156,1997,2.0,"","",""
"Finland",67,"Overlap between surface water and groundwater",4156,2002,2.0,"","",""
"Finland",67,"Overlap between surface water and groundwater",4156,2007,2.0,"","",""
"Finland",67,"Overlap between surface water and groundwater",4156,2012,2.0,"","",""
"Finland",67,"Overlap between surface water and groundwater",4156,2017,2.0,"","",""
"Finland",67,"Total internal renewable water resources (IRWR)",4157,1962,107.0,"","",""
"Finland",67,"Total internal renewable water resources (IRWR)",4157,1967,107.0,"","",""
"Finland",67,"Total internal renewable water resources (IRWR)",4157,1972,107.0,"","",""
"Finland",67,"Total internal renewable water resources (IRWR)",4157,1977,107.0,"","",""
"Finland",67,"Total internal renewable water resources (IRWR)",4157,1982,107.0,"","",""
"Finland",67,"Total internal renewable water resources (IRWR)",4157,1987,107.0,"","",""
"Finland",67,"Total internal renewable water resources (IRWR)",4157,1992,107.0,"","",""
"Finland",67,"Total internal renewable water resources (IRWR)",4157,1997,107.0,"","",""
"Finland",67,"Total internal renewable water resources (IRWR)",4157,2002,107.0,"","",""
"Finland",67,"Total internal renewable water resources (IRWR)",4157,2007,107.0,"","",""
"Finland",67,"Total internal renewable water resources (IRWR)",4157,2012,107.0,"","",""
"Finland",67,"Total internal renewable water resources (IRWR)",4157,2017,107.0,"","",""
"Finland",67,"Total internal renewable water resources per capita",4158,1962,23783.0,"K","",""
"Finland",67,"Total internal renewable water resources per capita",4158,1967,23317.0,"K","",""
"Finland",67,"Total internal renewable water resources per capita",4158,1972,23006.0,"K","",""
"Finland",67,"Total internal renewable water resources per capita",4158,1977,22541.0,"K","",""
"Finland",67,"Total internal renewable water resources per capita",4158,1982,22130.0,"K","",""
"Finland",67,"Total internal renewable water resources per capita",4158,1987,21634.0,"K","",""
"Finland",67,"Total internal renewable water resources per capita",4158,1992,21209.0,"K","",""
"Finland",67,"Total internal renewable water resources per capita",4158,1997,20769.0,"K","",""
"Finland",67,"Total internal renewable water resources per capita",4158,2002,20526.0,"K","",""
"Finland",67,"Total internal renewable water resources per capita",4158,2007,20196.0,"K","",""
"Finland",67,"Total internal renewable water resources per capita",4158,2012,19767.0,"K","",""
