"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"France","Groundwater produced internally (10^9 m3/year)",1962,120.0,"",,1967,120.0,"",,1972,120.0,"",,1977,120.0,"",,1982,120.0,"",,1987,120.0,"",,1992,120.0,"",,1997,120.0,"",,2002,120.0,"",,2007,120.0,"",,2012,120.0,"",,2017,120.0,"",
"France","Overlap between surface water and groundwater (10^9 m3/year)",1962,118.0,"",,1967,118.0,"",,1972,118.0,"",,1977,118.0,"",,1982,118.0,"",,1987,118.0,"",,1992,118.0,"",,1997,118.0,"",,2002,118.0,"",,2007,118.0,"",,2012,118.0,"",,2017,118.0,"",
"France","Total internal renewable water resources (IRWR) (10^9 m3/year)",1962,200.0,"",,1967,200.0,"",,1972,200.0,"",,1977,200.0,"",,1982,200.0,"",,1987,200.0,"",,1992,200.0,"",,1997,200.0,"",,2002,200.0,"",,2007,200.0,"",,2012,200.0,"",,2017,200.0,"",
"France","Total internal renewable water resources per capita (m3/inhab/year)",1962,4244.0,"K",,1967,4017.0,"K",,1972,3865.0,"K",,1977,3737.0,"K",,1982,3666.0,"K",,1987,3570.0,"K",,1992,3478.0,"K",,1997,3404.0,"K",,2002,3321.0,"K",,2007,3228.0,"K",,2012,3143.0,"K",,2017,3078.0,"K",
"France","Water resources: total external renewable (10^9 m3/year)",1962,11.0,"I",,1967,11.0,"I",,1972,11.0,"I",,1977,11.0,"I",,1982,11.0,"I",,1987,11.0,"I",,1992,11.0,"I",,1997,11.0,"I",,2002,11.0,"I",,2007,11.0,"I",,2012,11.0,"I",,2017,11.0,"I",
"France","Total renewable surface water (10^9 m3/year)",1962,209.0,"I",,1967,209.0,"I",,1972,209.0,"I",,1977,209.0,"I",,1982,209.0,"I",,1987,209.0,"I",,1992,209.0,"I",,1997,209.0,"I",,2002,209.0,"I",,2007,209.0,"I",,2012,209.0,"I",,2017,209.0,"I",
"France","Total renewable groundwater (10^9 m3/year)",1962,120.0,"I",,1967,120.0,"I",,1972,120.0,"I",,1977,120.0,"I",,1982,120.0,"I",,1987,120.0,"I",,1992,120.0,"I",,1997,120.0,"I",,2002,120.0,"I",,2007,120.0,"I",,2012,120.0,"I",,2017,120.0,"I",
"France","Total renewable water resources per capita (m3/inhab/year)",1962,4478.0,"K",,1967,4238.0,"K",,1972,4078.0,"K",,1977,3943.0,"K",,1982,3868.0,"K",,1987,3766.0,"K",,1992,3670.0,"K",,1997,3591.0,"K",,2002,3504.0,"K",,2007,3405.0,"K",,2012,3316.0,"K",,2017,3247.0,"K",
"France","Total exploitable water resources (10^9 m3/year)",1962,100.0,"",,1967,100.0,"",,1972,100.0,"",,1977,100.0,"",,1982,100.0,"",,1987,100.0,"",,1992,100.0,"",,1997,100.0,"",,2002,100.0,"",,2007,100.0,"",,2012,100.0,"",,,,"",
"France","Total dam capacity (km3)",1960,5.223,"L",,1965,6.129,"L",,1970,7.515,"L",,1975,8.962,"L",,1980,9.037,"L",,1985,9.69,"L",,1990,9.901,"L",,1995,9.967,"L",,2000,9.981,"L",,2005,9.981,"L",,2010,9.981,"L",,2015,9.981,"L",
"France","Dam capacity per capita (m3/inhab)",1960,110.8,"K",,1965,123.1,"K",,1970,145.2,"K",,1975,167.5,"K",,1980,165.7,"K",,1985,173.0,"K",,1990,172.2,"K",,1995,169.6,"K",,2000,165.7,"K",,2005,161.1,"K",,2010,156.8,"K",,2015,153.6,"K",
"France","Agricultural water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,4.919,"E",,1997,3.35,"E",,2002,4.291,"E",,2007,3.933,"E",,2012,2.913,"",,2016,3.111,"",
"France","Industrial water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,1985,24.51,"E",,1992,28.32,"E",,1997,21.1,"E",,2002,22.11,"E",,2007,21.79,"E",,2012,19.77,"",,2016,21.1,"",
"France","Municipal water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,1985,5.904,"E",,1992,5.982,"E",,1997,5.89,"E",,2002,5.966,"E",,2007,5.683,"E",,2012,5.38,"",,2016,5.163,"",
"France","Total water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,1980,30.97,"E",,1985,34.89,"E",,1992,39.22,"E",,1997,30.34,"E",,2002,32.37,"E",,2007,31.41,"E",,2012,28.06,"",,2016,29.37,"",
"France","Total water withdrawal per capita (m3/inhab/year)",,,"",,,,"",,,,"",,,,"",,1980,567.8,"E",,1985,622.8,"E",,1992,682.1,"E",,1997,516.3,"E",,2002,537.5,"E",,2007,506.9,"E",,2012,440.9,"K",,2016,452.0,"K",
"France","Environmental Flow Requirements (10^9 m3/year)",1962,96.77,"E",,1967,96.77,"E",,1972,96.77,"E",,1977,96.77,"E",,1982,96.77,"E",,1987,96.77,"E",,1992,96.77,"E",,1997,96.77,"E",,2002,96.77,"E",,2007,96.77,"E",,2012,96.77,"E",,2017,96.77,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Germany","Total population (1000 inhab)",1962,74489.0,"E",,1967,77353.0,"E",,1972,78902.0,"E",,1977,78702.0,"E",,1982,77945.0,"E",,1987,78054.0,"E",,1992,80046.0,"E",,1997,81500.0,"E",,2002,81612.0,"E",,2007,81344.0,"E",,2012,81066.0,"E",,2017,82114.0,"E",
"Germany","Rural population (1000 inhab)",1962,20990.0,"E",,1967,-333307.0,"E",,1972,21213.0,"E",,1977,20891.0,"E",,1982,20248.0,"E",,1987,20797.0,"E",,1992,20166.0,"E",,1997,20410.0,"E",,2002,20376.0,"E",,2007,19751.0,"E",,2012,19224.0,"E",,2017,19772.0,"E",
"Germany","Urban population (1000 inhab)",1962,53499.0,"E",,1967,410660.0,"E",,1972,57689.0,"E",,1977,57811.0,"E",,1982,57697.0,"E",,1987,57257.0,"E",,1992,59880.0,"E",,1997,61090.0,"E",,2002,61236.0,"E",,2007,61593.0,"E",,2012,61842.0,"E",,2017,62342.0,"E",
"Germany","Population density (inhab/km2)",1962,208.7,"E",,1967,216.7,"E",,1972,221.0,"E",,1977,220.5,"E",,1982,218.4,"E",,1987,218.7,"E",,1992,224.2,"E",,1997,228.3,"E",,2002,228.6,"E",,2007,227.8,"E",,2012,227.0,"E",,2017,229.6,"E",
"Germany","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,1972,2.99E11,"E",,1977,5.98E11,"E",,1982,7.74E11,"E",,1987,1.29E12,"E",,1992,2.12E12,"E",,1997,2.22E12,"E",,2002,2.08E12,"E",,2007,3.44E12,"E",,2012,3.54E12,"E",,2015,3.36E12,"E",
"Germany","GDP per capita (current US$/inhab)",,,"",,,,"",,1972,3790.0,"E",,1977,7598.0,"E",,1982,9930.0,"E",,1987,16527.0,"E",,1992,26485.0,"E",,1997,27239.0,"E",,2002,25486.0,"E",,2007,42290.0,"E",,2012,43668.0,"E",,2015,40919.0,"E",
"Germany","Human Development Index (HDI) [highest = 1] (-)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.8009,"E",,,,"",,2000,0.8552,"E",,,,"",,2012,0.9148,"E",,2014,0.9161,"E",
"Germany","Long-term average annual precipitation in depth (mm/year)",1962,700.0,"E",,1967,700.0,"E",,1972,700.0,"E",,1977,700.0,"E",,1982,700.0,"E",,1987,700.0,"E",,1992,700.0,"E",,1997,700.0,"E",,2002,700.0,"E",,2007,700.0,"E",,2012,700.0,"E",,2017,700.0,"E",
"Germany","Long-term average annual precipitation in volume (10^9 m3/year)",1962,249.9,"E",,1967,249.9,"E",,1972,249.9,"E",,1977,249.9,"E",,1982,249.9,"E",,1987,249.9,"E",,1992,249.9,"E",,1997,249.9,"E",,2002,249.9,"E",,2007,250.0,"E",,2012,250.0,"E",,2017,250.3,"E",
"Germany","Surface water produced internally (10^9 m3/year)",1962,106.3,"",,1967,106.3,"",,1972,106.3,"",,1977,106.3,"",,1982,106.3,"",,1987,106.3,"",,1992,106.3,"",,1997,106.3,"",,2002,106.3,"",,2007,106.3,"",,2012,106.3,"",,2017,106.3,"",
"Germany","Groundwater produced internally (10^9 m3/year)",1962,45.7,"",,1967,45.7,"",,1972,45.7,"",,1977,45.7,"",,1982,45.7,"",,1987,45.7,"",,1992,45.7,"",,1997,45.7,"",,2002,45.7,"",,2007,45.7,"",,2012,45.7,"",,2017,45.7,"",
"Germany","Overlap between surface water and groundwater (10^9 m3/year)",1962,45.0,"",,1967,45.0,"",,1972,45.0,"",,1977,45.0,"",,1982,45.0,"",,1987,45.0,"",,1992,45.0,"",,1997,45.0,"",,2002,45.0,"",,2007,45.0,"",,2012,45.0,"",,2017,45.0,"",
"Germany","Total internal renewable water resources (IRWR) (10^9 m3/year)",1962,107.0,"",,1967,107.0,"",,1972,107.0,"",,1977,107.0,"",,1982,107.0,"",,1987,107.0,"",,1992,107.0,"",,1997,107.0,"",,2002,107.0,"",,2007,107.0,"",,2012,107.0,"",,2017,107.0,"",
"Germany","Total internal renewable water resources per capita (m3/inhab/year)",1962,1436.0,"K",,1967,1383.0,"K",,1972,1356.0,"K",,1977,1360.0,"K",,1982,1373.0,"K",,1987,1371.0,"K",,1992,1337.0,"K",,1997,1313.0,"K",,2002,1311.0,"K",,2007,1315.0,"K",,2012,1320.0,"K",,2017,1303.0,"K",
"Germany","Water resources: total external renewable (10^9 m3/year)",1962,47.0,"I",,1967,47.0,"I",,1972,47.0,"I",,1977,47.0,"I",,1982,47.0,"I",,1987,47.0,"I",,1992,47.0,"I",,1997,47.0,"I",,2002,47.0,"I",,2007,47.0,"I",,2012,47.0,"I",,2017,47.0,"I",
"Germany","Total renewable surface water (10^9 m3/year)",1962,153.3,"I",,1967,153.3,"I",,1972,153.3,"I",,1977,153.3,"I",,1982,153.3,"I",,1987,153.3,"I",,1992,153.3,"I",,1997,153.3,"I",,2002,153.3,"I",,2007,153.3,"I",,2012,153.3,"I",,2017,153.3,"I",
"Germany","Total renewable groundwater (10^9 m3/year)",1962,45.7,"I",,1967,45.7,"I",,1972,45.7,"I",,1977,45.7,"I",,1982,45.7,"I",,1987,45.7,"I",,1992,45.7,"I",,1997,45.7,"I",,2002,45.7,"I",,2007,45.7,"I",,2012,45.7,"I",,2017,45.7,"I",
"Germany","Total renewable water resources per capita (m3/inhab/year)",1962,2067.0,"K",,1967,1991.0,"K",,1972,1952.0,"K",,1977,1957.0,"K",,1982,1976.0,"K",,1987,1973.0,"K",,1992,1924.0,"K",,1997,1890.0,"K",,2002,1887.0,"K",,2007,1893.0,"K",,2012,1900.0,"K",,2017,1875.0,"K",
"Germany","Total exploitable water resources (10^9 m3/year)",1962,101.0,"",,1967,101.0,"",,1972,101.0,"",,1977,101.0,"",,1982,101.0,"",,1987,101.0,"",,1992,101.0,"",,1997,101.0,"",,2002,101.0,"",,2007,101.0,"",,2012,101.0,"",,,,"",
"Germany","Total dam capacity (km3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,4.0,"",,,,"",
"Germany","Dam capacity per capita (m3/inhab)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,49.34,"K",,,,"",
"Germany","Agricultural water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,1.6,"E",,1995,1.6,"",,2000,1.14,"E",,2007,0.1317,"E",,2010,0.2109,"E",,2013,0.597,"",
"Germany","Industrial water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,37.8,"",,2001,32.6,"E",,,,"",,,,"",,2013,5.053,"",
"Germany","Municipal water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,5.8,"",,2001,5.409,"E",,,,"",,,,"",,2013,19.68,"",
"Germany","Total water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,46.27,"E",,1995,45.2,"",,2001,39.15,"E",,2007,32.3,"E",,2010,33.04,"E",,2013,25.33,"",
"Germany","Total water withdrawal per capita (m3/inhab/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,578.0,"E",,1995,554.6,"K",,2001,479.7,"E",,2007,397.1,"E",,2010,407.6,"E",,2013,308.5,"K",
"Germany","Environmental Flow Requirements (10^9 m3/year)",1962,81.04,"E",,1967,81.04,"E",,1972,81.04,"E",,1977,81.04,"E",,1982,81.04,"E",,1987,81.04,"E",,1992,81.04,"E",,1997,81.04,"E",,2002,81.04,"E",,2007,81.04,"E",,2012,81.04,"E",,2017,81.04,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Greece","Total population (1000 inhab)",1962,8348.0,"E",,1967,8525.0,"E",,1972,8770.0,"E",,1977,9255.0,"E",,1982,9804.0,"E",,1987,10068.0,"E",,1992,10451.0,"E",,1997,10961.0,"E",,2002,11217.0,"E",,2007,11381.0,"E",,2012,11378.0,"E",,2017,11160.0,"E",
"Greece","Rural population (1000 inhab)",1962,3514.0,"E",,1967,3191.0,"E",,1972,2964.0,"E",,1977,2957.0,"E",,1982,2953.0,"E",,1987,2973.0,"E",,1992,3024.0,"E",,1997,3122.0,"E",,2002,3134.0,"E",,2007,3059.0,"E",,2012,2812.0,"E",,2017,2422.0,"E",
"Greece","Urban population (1000 inhab)",1962,4834.0,"E",,1967,5334.0,"E",,1972,5806.0,"E",,1977,6298.0,"E",,1982,6851.0,"E",,1987,7095.0,"E",,1992,7427.0,"E",,1997,7839.0,"E",,2002,8083.0,"E",,2007,8322.0,"E",,2012,8566.0,"E",,2017,8738.0,"E",
"Greece","Population density (inhab/km2)",1962,63.26,"E",,1967,64.6,"E",,1972,66.46,"E",,1977,70.13,"E",,1982,74.3,"E",,1987,76.3,"E",,1992,79.2,"E",,1997,83.06,"E",,2002,85.0,"E",,2007,86.25,"E",,2012,86.22,"E",,2017,84.57,"E",
"Greece","Gross Domestic Product (GDP) (current US$)",1962,5.327573509E9,"E",,1967,9.136711288E9,"E",,1972,1.6885506818E10,"E",,1977,3.6176233117E10,"E",,1982,5.4617991327E10,"E",,1987,6.5652751132E10,"E",,1992,1.16E11,"E",,1997,1.43E11,"E",,2002,1.54E11,"E",,2007,3.18E11,"E",,2012,2.46E11,"E",,2015,1.95E11,"E",
"Greece","GDP per capita (current US$/inhab)",1962,638.2,"E",,1967,1072.0,"E",,1972,1925.0,"E",,1977,3909.0,"E",,1982,5571.0,"E",,1987,6521.0,"E",,1992,11099.0,"E",,1997,13046.0,"E",,2002,13729.0,"E",,2007,27941.0,"E",,2012,21621.0,"E",,2015,17473.0,"E",
"Greece","Human Development Index (HDI) [highest = 1] (-)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.7592,"E",,,,"",,2000,0.7991,"E",,,,"",,2012,0.8646,"E",,2014,0.8652,"E",
"Greece","Long-term average annual precipitation in depth (mm/year)",1962,652.0,"",,1967,652.0,"",,1972,652.0,"",,1977,652.0,"",,1982,652.0,"",,1987,652.0,"",,1992,652.0,"",,1997,652.0,"",,2002,652.0,"",,2007,652.0,"",,2012,652.0,"",,2017,652.0,"",
"Greece","Long-term average annual precipitation in volume (10^9 m3/year)",1962,86.04,"K",,1967,86.04,"K",,1972,86.04,"K",,1977,86.04,"K",,1982,86.04,"K",,1987,86.04,"K",,1992,86.04,"K",,1997,86.04,"K",,2002,86.04,"K",,2007,86.04,"K",,2012,86.04,"K",,2017,86.04,"K",
"Greece","Surface water produced internally (10^9 m3/year)",1962,55.5,"",,1967,55.5,"",,1972,55.5,"",,1977,55.5,"",,1982,55.5,"",,1987,55.5,"",,1992,55.5,"",,1997,55.5,"",,2002,55.5,"",,2007,55.5,"",,2012,55.5,"",,2017,55.5,"",
"Greece","Groundwater produced internally (10^9 m3/year)",1962,10.3,"",,1967,10.3,"",,1972,10.3,"",,1977,10.3,"",,1982,10.3,"",,1987,10.3,"",,1992,10.3,"",,1997,10.3,"",,2002,10.3,"",,2007,10.3,"",,2012,10.3,"",,2017,10.3,"",
"Greece","Overlap between surface water and groundwater (10^9 m3/year)",1962,7.8,"",,1967,7.8,"",,1972,7.8,"",,1977,7.8,"",,1982,7.8,"",,1987,7.8,"",,1992,7.8,"",,1997,7.8,"",,2002,7.8,"",,2007,7.8,"",,2012,7.8,"",,2017,7.8,"",
"Greece","Total internal renewable water resources (IRWR) (10^9 m3/year)",1962,58.0,"",,1967,58.0,"",,1972,58.0,"",,1977,58.0,"",,1982,58.0,"",,1987,58.0,"",,1992,58.0,"",,1997,58.0,"",,2002,58.0,"",,2007,58.0,"",,2012,58.0,"",,2017,58.0,"",
"Greece","Total internal renewable water resources per capita (m3/inhab/year)",1962,6948.0,"K",,1967,6804.0,"K",,1972,6613.0,"K",,1977,6267.0,"K",,1982,5916.0,"K",,1987,5761.0,"K",,1992,5550.0,"K",,1997,5291.0,"K",,2002,5171.0,"K",,2007,5096.0,"K",,2012,5098.0,"K",,2017,5197.0,"K",
"Greece","Water resources: total external renewable (10^9 m3/year)",1962,10.4,"I",,1967,10.4,"I",,1972,10.4,"I",,1977,10.4,"I",,1982,10.4,"I",,1987,10.4,"I",,1992,10.4,"I",,1997,10.4,"I",,2002,10.4,"I",,2007,10.4,"I",,2012,10.4,"I",,2017,10.4,"I",
"Greece","Total renewable surface water (10^9 m3/year)",1962,65.9,"I",,1967,65.9,"I",,1972,65.9,"I",,1977,65.9,"I",,1982,65.9,"I",,1987,65.9,"I",,1992,65.9,"I",,1997,65.9,"I",,2002,65.9,"I",,2007,65.9,"I",,2012,65.9,"I",,2017,65.9,"I",
"Greece","Total renewable groundwater (10^9 m3/year)",1962,10.3,"",,1967,10.3,"",,1972,10.3,"",,1977,10.3,"",,1982,10.3,"",,1987,10.3,"",,1992,10.3,"",,1997,10.3,"",,2002,10.3,"",,2007,10.3,"",,2012,10.3,"",,2017,10.3,"",
"Greece","Total renewable water resources per capita (m3/inhab/year)",1962,8194.0,"K",,1967,8023.0,"K",,1972,7799.0,"K",,1977,7391.0,"K",,1982,6977.0,"K",,1987,6794.0,"K",,1992,6545.0,"K",,1997,6240.0,"K",,2002,6098.0,"K",,2007,6010.0,"K",,2012,6012.0,"K",,2017,6129.0,"K",
"Greece","Total exploitable water resources (10^9 m3/year)",1962,29.0,"",,1967,29.0,"",,1972,29.0,"",,1977,29.0,"",,1982,29.0,"",,1987,29.0,"",,1992,29.0,"",,1997,29.0,"",,2002,29.0,"",,2007,29.0,"",,2012,29.0,"",,,,"",
"Greece","Total dam capacity (km3)",1960,0.49,"L",,1965,5.24,"L",,1970,6.61,"L",,1975,8.854,"L",,1980,9.634,"L",,1985,10.52,"L",,1990,10.87,"L",,1995,11.07,"L",,2000,11.96,"L",,2005,12.32,"L",,2010,12.32,"L",,2015,12.32,"L",
"Greece","Dam capacity per capita (m3/inhab)",1960,58.7,"K",,1965,614.7,"K",,1970,753.7,"K",,1975,956.7,"K",,1980,982.7,"K",,1985,1045.0,"K",,1990,1040.0,"K",,1995,1010.0,"K",,2000,1066.0,"K",,2005,1083.0,"K",,2010,1083.0,"K",,2015,1104.0,"K",
"Greece","Agricultural water withdrawal (10^9 m3/year)",,,"",,,,"",,1970,2.425,"E",,1975,3.576,"E",,,,"",,1985,4.6,"E",,1992,7.9,"E",,1997,7.6,"E",,2002,8.42,"E",,2007,8.458,"E",,2011,7.918,"E",,,,"",
"Greece","Industrial water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,1975,0.1148,"E",,,,"",,1985,0.24,"E",,,,"",,1997,0.2339,"E",,,,"",,2007,0.3255,"",,,,"",,,,"",
"Greece","Municipal water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,1975,0.585,"E",,,,"",,1985,0.656,"E",,,,"",,1997,0.8614,"E",,,,"",,2007,0.8462,"E",,2011,1.293,"E",,,,"",
"Greece","Total water withdrawal (10^9 m3/year)",,,"",,,,"",,1970,4.254,"E",,1975,4.276,"E",,1980,5.04,"E",,1985,5.496,"E",,1992,8.038,"E",,1997,8.695,"E",,2002,9.259,"E",,2007,9.63,"K",,,,"",,,,"",
"Greece","Total water withdrawal per capita (m3/inhab/year)",,,"",,,,"",,1970,485.1,"E",,1975,462.0,"E",,1980,514.1,"E",,1985,545.9,"E",,1992,769.1,"E",,1997,793.3,"E",,2002,825.4,"E",,2007,846.1,"K",,,,"",,,,"",
"Greece","Environmental Flow Requirements (10^9 m3/year)",1962,18.97,"E",,1967,18.97,"E",,1972,18.97,"E",,1977,18.97,"E",,1982,18.97,"E",,1987,18.97,"E",,1992,18.97,"E",,1997,18.97,"E",,2002,18.97,"E",,2007,18.97,"E",,2012,18.97,"E",,2017,18.97,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Iceland","Total population (1000 inhab)",1962,182.7,"E",,1967,197.4,"E",,1972,209.9,"E",,1977,222.3,"E",,1982,233.3,"E",,1987,247.1,"E",,1992,260.2,"E",,1997,272.7,"E",,2002,285.3,"E",,2007,305.2,"E",,2012,325.5,"E",,2017,335.0,"E",
"Iceland","Rural population (1000 inhab)",1962,34.2,"E",,1967,32.4,"E",,1972,30.2,"E",,1977,28.3,"E",,1982,26.3,"E",,1987,24.8,"E",,1992,23.4,"E",,1997,21.8,"E",,2002,19.4,"E",,2007,20.7,"E",,2012,19.7,"E",,2017,10.7,"E",
"Iceland","Urban population (1000 inhab)",1962,148.5,"E",,1967,165.0,"E",,1972,179.7,"E",,1977,194.0,"E",,1982,207.0,"E",,1987,222.3,"E",,1992,236.8,"E",,1997,250.9,"E",,2002,265.9,"E",,2007,284.5,"E",,2012,305.8,"E",,2017,324.3,"E",
"Iceland","Population density (inhab/km2)",1962,1.774,"E",,1967,1.917,"E",,1972,2.038,"E",,1977,2.158,"E",,1982,2.265,"E",,1987,2.399,"E",,1992,2.526,"E",,1997,2.648,"E",,2002,2.77,"E",,2007,2.963,"E",,2012,3.16,"E",,2017,3.252,"E",
"Iceland","Gross Domestic Product (GDP) (current US$)",1962,2.84916516E8,"E",,1967,6.21225962E8,"E",,1972,8.46506911E8,"E",,1977,2.226538694E9,"E",,1982,3.232804218E9,"E",,1987,5.565384032E9,"E",,1992,7.138787995E9,"E",,1997,7.596126046E9,"E",,2002,9.161798221E9,"E",,2007,2.129384123E10,"E",,2012,1.4194519025E10,"E",,2015,1.6598494831E10,"E",
"Iceland","GDP per capita (current US$/inhab)",1962,1559.0,"E",,1967,3147.0,"E",,1972,4033.0,"E",,1977,10016.0,"E",,1982,13857.0,"E",,1987,22523.0,"E",,1992,27436.0,"E",,1997,27855.0,"E",,2002,32113.0,"E",,2007,69770.0,"E",,2012,43608.0,"E",,2015,49548.0,"E",
"Iceland","Human Development Index (HDI) [highest = 1] (-)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.8016,"E",,,,"",,2000,0.8591,"E",,,,"",,2012,0.8969,"E",,2014,0.8994,"E",
"Iceland","Long-term average annual precipitation in depth (mm/year)",1962,1940.0,"E",,1967,1940.0,"E",,1972,1940.0,"E",,1977,1940.0,"E",,1982,1940.0,"E",,1987,1940.0,"E",,1992,1940.0,"E",,1997,1940.0,"E",,2002,1940.0,"E",,2007,1940.0,"E",,2012,1940.0,"E",,2017,1940.0,"E",
"Iceland","Long-term average annual precipitation in volume (10^9 m3/year)",1962,199.8,"E",,1967,199.8,"E",,1972,199.8,"E",,1977,199.8,"E",,1982,199.8,"E",,1987,199.8,"E",,1992,199.8,"E",,1997,199.8,"E",,2002,199.8,"E",,2007,199.8,"E",,2012,199.8,"E",,2017,199.8,"E",
"Iceland","Surface water produced internally (10^9 m3/year)",1962,166.0,"",,1967,166.0,"",,1972,166.0,"",,1977,166.0,"",,1982,166.0,"",,1987,166.0,"",,1992,166.0,"",,1997,166.0,"",,2002,166.0,"",,2007,166.0,"",,2012,166.0,"",,2017,166.0,"",
"Iceland","Groundwater produced internally (10^9 m3/year)",1962,24.0,"",,1967,24.0,"",,1972,24.0,"",,1977,24.0,"",,1982,24.0,"",,1987,24.0,"",,1992,24.0,"",,1997,24.0,"",,2002,24.0,"",,2007,24.0,"",,2012,24.0,"",,2017,24.0,"",
"Iceland","Overlap between surface water and groundwater (10^9 m3/year)",1962,20.0,"",,1967,20.0,"",,1972,20.0,"",,1977,20.0,"",,1982,20.0,"",,1987,20.0,"",,1992,20.0,"",,1997,20.0,"",,2002,20.0,"",,2007,20.0,"",,2012,20.0,"",,2017,20.0,"",
"Iceland","Total internal renewable water resources (IRWR) (10^9 m3/year)",1962,170.0,"",,1967,170.0,"",,1972,170.0,"",,1977,170.0,"",,1982,170.0,"",,1987,170.0,"",,1992,170.0,"",,1997,170.0,"",,2002,170.0,"",,2007,170.0,"",,2012,170.0,"",,2017,170.0,"",
"Iceland","Total internal renewable water resources per capita (m3/inhab/year)",1962,930487.0,"K",,1967,861196.0,"K",,1972,809909.0,"K",,1977,764732.0,"K",,1982,728676.0,"K",,1987,687981.0,"K",,1992,653344.0,"K",,1997,623396.0,"K",,2002,595864.0,"K",,2007,557012.0,"K",,2012,522273.0,"K",,2017,507463.0,"K",
"Iceland","Water resources: total external renewable (10^9 m3/year)",1962,0.0,"",,1967,0.0,"",,1972,0.0,"",,1977,0.0,"",,1982,0.0,"",,1987,0.0,"",,1992,0.0,"",,1997,0.0,"",,2002,0.0,"",,2007,0.0,"",,2012,0.0,"",,2017,0.0,"",
"Iceland","Total renewable surface water (10^9 m3/year)",1962,166.0,"",,1967,166.0,"",,1972,166.0,"",,1977,166.0,"",,1982,166.0,"",,1987,166.0,"",,1992,166.0,"",,1997,166.0,"",,2002,166.0,"",,2007,166.0,"",,2012,166.0,"",,2017,166.0,"",
"Iceland","Total renewable groundwater (10^9 m3/year)",1962,24.0,"",,1967,24.0,"",,1972,24.0,"",,1977,24.0,"",,1982,24.0,"",,1987,24.0,"",,1992,24.0,"",,1997,24.0,"",,2002,24.0,"",,2007,24.0,"",,2012,24.0,"",,2017,24.0,"",
"Iceland","Total renewable water resources per capita (m3/inhab/year)",1962,930487.0,"K",,1967,861196.0,"K",,1972,809909.0,"K",,1977,764732.0,"K",,1982,728676.0,"K",,1987,687981.0,"K",,1992,653344.0,"K",,1997,623396.0,"K",,2002,595864.0,"K",,2007,557012.0,"K",,2012,522273.0,"K",,2017,507463.0,"K",
"Iceland","Total exploitable water resources (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Iceland","Total dam capacity (km3)",,,"",,,,"",,,,"",,1975,1.18,"L",,1980,1.375,"L",,1985,1.906,"L",,1990,1.906,"L",,1995,2.306,"L",,2000,2.306,"L",,2005,2.306,"L",,2010,2.306,"L",,2015,2.306,"L",
