"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Population density (inhab/km2)","Mauritania",1962,0.8821,"E",,1967,1.021,"E",,1972,1.182,"E",,1977,1.365,"E",,1982,1.577,"E",,1987,1.815,"E",,1992,2.077,"E",,1997,2.398,"E",,2002,2.787,"E",,2007,3.214,"E",,2012,3.716,"E",,2017,4.288,"E",
"Population density (inhab/km2)","Mauritius",1962,342.3,"E",,1967,384.7,"E",,1972,417.8,"E",,1977,452.1,"E",,1982,484.8,"E",,1987,504.9,"E",,1992,530.9,"E",,1997,565.7,"E",,2002,589.2,"E",,2007,604.9,"E",,2012,614.2,"E",,2017,620.1,"E",
"Population density (inhab/km2)","Mexico",1962,20.69,"E",,1967,24.15,"E",,1972,28.24,"E",,1977,32.76,"E",,1982,36.96,"E",,1987,40.98,"E",,1992,45.22,"E",,1997,49.52,"E",,2002,53.12,"E",,2007,56.93,"E",,2012,61.51,"E",,2017,65.75,"E",
"Population density (inhab/km2)","Micronesia (Federated States of)",1962,56.84,"E",,1967,65.64,"E",,1972,74.44,"E",,1977,81.2,"E",,1982,98.11,"E",,1987,123.2,"E",,1992,144.9,"E",,1997,155.0,"E",,2002,152.9,"E",,2007,150.1,"E",,2012,147.9,"E",,2017,150.7,"E",
"Population density (inhab/km2)","Monaco",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Population density (inhab/km2)","Mongolia",1962,0.6464,"E",,1967,0.7499,"E",,1972,0.8676,"E",,1977,0.9986,"E",,1982,1.137,"E",,1987,1.3,"E",,1992,1.435,"E",,1997,1.493,"E",,2002,1.563,"E",,2007,1.657,"E",,2012,1.799,"E",,2017,1.967,"E",
"Population density (inhab/km2)","Montenegro",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,44.86,"E",,2012,45.36,"E",,2017,45.55,"E",
"Population density (inhab/km2)","Morocco",1962,29.32,"E",,1967,33.48,"E",,1972,37.39,"E",,1977,41.74,"E",,1982,47.07,"E",,1987,52.62,"E",,1992,57.76,"E",,1997,62.31,"E",,2002,66.09,"E",,2007,69.93,"E",,2012,74.65,"E",,2017,80.04,"E",
"Population density (inhab/km2)","Mozambique",1962,9.631,"E",,1967,10.72,"E",,1972,12.0,"E",,1977,13.68,"E",,1982,15.52,"E",,1987,16.29,"E",,1992,17.6,"E",,1997,20.89,"E",,2002,23.94,"E",,2007,27.76,"E",,2012,32.12,"E",,2017,37.73,"E",
"Population density (inhab/km2)","Myanmar",1962,32.37,"E",,1967,36.25,"E",,1972,40.91,"E",,1977,46.03,"E",,1982,51.61,"E",,1987,57.16,"E",,1992,61.65,"E",,1997,65.58,"E",,2002,69.67,"E",,2007,72.68,"E",,2012,75.36,"E",,2017,78.88,"E",
"Population density (inhab/km2)","Namibia",1962,0.7676,"E",,1967,0.8719,"E",,1972,1.006,"E",,1977,1.152,"E",,1982,1.281,"E",,1987,1.512,"E",,1992,1.837,"E",,1997,2.134,"E",,2002,2.38,"E",,2007,2.523,"E",,2012,2.747,"E",,2017,3.074,"E",
"Population density (inhab/km2)","Nauru",1962,247.4,"E",,1967,305.1,"E",,1972,337.2,"E",,1977,361.6,"E",,1982,385.8,"E",,1987,427.7,"E",,1992,477.3,"E",,1997,503.0,"E",,2002,504.0,"E",,2007,500.0,"E",,2012,524.0,"E",,2017,568.0,"E",
"Population density (inhab/km2)","Nepal",1962,70.55,"E",,1967,76.89,"E",,1972,84.92,"E",,1977,94.62,"E",,1982,106.0,"E",,1987,118.8,"E",,1992,134.4,"E",,1997,152.1,"E",,2002,166.9,"E",,2007,178.1,"E",,2012,187.9,"E",,2017,199.1,"E",
"Population density (inhab/km2)","Netherlands",1962,283.3,"E",,1967,302.4,"E",,1972,320.1,"E",,1977,334.5,"E",,1982,344.2,"E",,1987,353.6,"E",,1992,365.2,"E",,1997,377.0,"E",,2002,387.9,"E",,2007,397.4,"E",,2012,404.2,"E",,2017,410.1,"E",
"Population density (inhab/km2)","New Zealand",1962,9.253,"E",,1967,10.1,"E",,1972,10.94,"E",,1977,11.66,"E",,1982,11.91,"E",,1987,12.37,"E",,1992,13.09,"E",,1997,14.02,"E",,2002,14.8,"E",,2007,15.81,"E",,2012,16.69,"E",,2017,17.58,"E",
"Population density (inhab/km2)","Nicaragua",1962,14.47,"E",,1967,16.8,"E",,1972,19.56,"E",,1977,22.81,"E",,1982,26.36,"E",,1987,29.78,"E",,1992,33.22,"E",,1997,36.72,"E",,2002,39.67,"E",,2007,42.36,"E",,2012,45.08,"E",,2017,47.7,"E",
"Population density (inhab/km2)","Niger",1962,2.832,"E",,1967,3.271,"E",,1972,3.763,"E",,1977,4.334,"E",,1982,5.007,"E",,1987,5.781,"E",,1992,6.747,"E",,1997,8.035,"E",,2002,9.634,"E",,2007,11.58,"E",,2012,14.0,"E",,2017,16.95,"E",
"Population density (inhab/km2)","Nigeria",1962,50.91,"E",,1967,56.66,"E",,1972,63.5,"E",,1977,72.76,"E",,1982,83.87,"E",,1987,95.37,"E",,1992,108.5,"E",,1997,122.9,"E",,2002,139.3,"E",,2007,158.5,"E",,2012,181.1,"E",,2017,206.6,"E",
"Population density (inhab/km2)","Niue",1962,18.97,"E",,1967,20.03,"E",,1972,18.17,"E",,1977,14.18,"E",,1982,12.03,"E",,1987,9.696,"E",,1992,8.685,"E",,1997,7.95,"E",,2002,6.881,"E",,2007,6.35,"E",,2012,6.242,"E",,2017,6.223,"E",
"Population density (inhab/km2)","North Macedonia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,77.36,"E",,1997,77.79,"E",,2002,79.7,"E",,2007,80.32,"E",,2012,80.67,"E",,2017,81.02,"E",
"Population density (inhab/km2)","Norway",1962,9.448,"E",,1967,9.827,"E",,1972,10.21,"E",,1977,10.5,"E",,1982,10.68,"E",,1987,10.87,"E",,1992,11.15,"E",,1997,11.48,"E",,2002,11.8,"E",,2007,12.25,"E",,2012,13.01,"E",,2017,8.485,"E",
"Population density (inhab/km2)","Occupied Palestinian Territory",1962,187.5,"E",,1967,193.5,"E",,1972,196.0,"E",,1977,232.2,"E",,1982,265.8,"E",,1987,312.1,"E",,1992,379.9,"E",,1997,476.9,"E",,2002,561.3,"E",,2007,623.3,"E",,2012,713.5,"E",,2017,817.4,"E",
"Population density (inhab/km2)","Oman",1962,1.87,"E",,1967,2.133,"E",,1972,2.509,"E",,1977,3.159,"E",,1982,4.168,"E",,1987,5.234,"E",,1992,6.407,"E",,1997,7.27,"E",,2002,7.541,"E",,2007,8.604,"E",,2012,11.2,"E",,2017,14.98,"E",
"Population density (inhab/km2)","Pakistan",1962,59.19,"E",,1967,67.32,"E",,1972,77.05,"E",,1977,89.12,"E",,1982,104.8,"E",,1987,123.5,"E",,1992,142.9,"E",,1997,162.1,"E",,2002,181.7,"E",,2007,201.4,"E",,2012,223.5,"E",,2017,247.5,"E",
"Population density (inhab/km2)","Palau",1962,13.11,"E",,1967,15.13,"E",,1972,17.16,"E",,1977,18.72,"E",,1982,22.63,"E",,1987,28.39,"E",,1992,34.54,"E",,1997,39.39,"E",,2002,42.54,"E",,2007,43.74,"E",,2012,45.13,"E",,2017,47.24,"E",
"Population density (inhab/km2)","Panama",1962,15.94,"E",,1967,18.48,"E",,1972,21.32,"E",,1977,24.37,"E",,1982,27.5,"E",,1987,30.73,"E",,1992,34.16,"E",,1997,37.84,"E",,2002,41.75,"E",,2007,45.8,"E",,2012,50.03,"E",,2017,54.35,"E",
"Population density (inhab/km2)","Papua New Guinea",1962,4.526,"E",,1967,5.067,"E",,1972,5.747,"E",,1977,6.568,"E",,1982,7.551,"E",,1987,8.638,"E",,1992,9.8,"E",,1997,11.14,"E",,2002,12.67,"E",,2007,14.32,"E",,2012,16.06,"E",,2017,17.83,"E",
"Population density (inhab/km2)","Paraguay",1962,4.929,"E",,1967,5.63,"E",,1972,6.385,"E",,1977,7.216,"E",,1982,8.278,"E",,1987,9.551,"E",,1992,10.9,"E",,1997,12.24,"E",,2002,13.54,"E",,2007,14.67,"E",,2012,15.68,"E",,2017,16.74,"E",
"Population density (inhab/km2)","Peru",1962,8.287,"E",,1967,9.556,"E",,1972,10.95,"E",,1977,12.5,"E",,1982,14.18,"E",,1987,15.91,"E",,1992,17.69,"E",,1997,19.32,"E",,2002,20.7,"E",,2007,22.01,"E",,2012,23.47,"E",,2017,25.03,"E",
"Population density (inhab/km2)","Philippines",1962,93.6,"E",,1967,109.4,"E",,1972,126.4,"E",,1977,145.5,"E",,1982,166.9,"E",,1987,191.0,"E",,1992,216.9,"E",,1997,243.6,"E",,2002,271.2,"E",,2007,297.6,"E",,2012,322.9,"E",,2017,349.7,"E",
"Population density (inhab/km2)","Poland",1962,97.18,"E",,1967,102.0,"E",,1972,106.0,"E",,1977,110.5,"E",,1982,115.8,"E",,1987,120.1,"E",,1992,122.1,"E",,1997,123.2,"E",,2002,123.1,"E",,2007,122.6,"E",,2012,122.5,"E",,2017,122.1,"E",
"Population density (inhab/km2)","Portugal",1962,97.04,"E",,1967,95.56,"E",,1972,95.96,"E",,1977,103.0,"E",,1982,107.8,"E",,1987,108.2,"E",,1992,108.7,"E",,1997,111.1,"E",,2002,113.4,"E",,2007,115.4,"E",,2012,114.8,"E",,2017,112.0,"E",
"Population density (inhab/km2)","Puerto Rico",1962,275.3,"E",,1967,297.0,"E",,1972,314.2,"E",,1977,342.4,"E",,1982,368.5,"E",,1987,386.6,"E",,1992,404.4,"E",,1997,422.3,"E",,2002,428.0,"E",,2007,422.2,"E",,2012,416.9,"E",,2017,413.0,"E",
"Population density (inhab/km2)","Qatar",1962,4.846,"E",,1967,7.433,"E",,1972,11.24,"E",,1977,15.71,"E",,1982,23.89,"E",,1987,36.37,"E",,1992,42.68,"E",,1997,46.05,"E",,2002,55.62,"E",,2007,102.5,"E",,2012,181.7,"E",,2017,227.3,"E",
"Population density (inhab/km2)","Republic of Korea",1962,270.2,"E",,1967,304.7,"E",,1972,337.7,"E",,1977,367.5,"E",,1982,394.7,"E",,1987,420.0,"E",,1992,441.8,"E",,1997,465.5,"E",,2002,482.0,"E",,2007,492.0,"E",,2012,498.8,"E",,2017,508.1,"E",
"Population density (inhab/km2)","Republic of Moldova",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,129.6,"E",,1997,126.6,"E",,2002,123.4,"E",,2007,122.0,"E",,2012,120.4,"E",,2017,119.7,"E",
"Population density (inhab/km2)","Romania",1962,79.38,"E",,1967,83.1,"E",,1972,88.14,"E",,1977,92.64,"E",,1982,95.82,"E",,1987,97.79,"E",,1992,98.05,"E",,1997,94.94,"E",,2002,91.68,"E",,2007,88.24,"E",,2012,84.61,"E",,2017,82.55,"E",
"Population density (inhab/km2)","Russian Federation",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,8.674,"E",,1997,8.642,"E",,2002,8.492,"E",,2007,8.372,"E",,2012,8.388,"E",,2017,8.421,"E",
"Population density (inhab/km2)","Rwanda",1962,115.8,"E",,1967,129.8,"E",,1972,151.3,"E",,1977,176.5,"E",,1982,208.4,"E",,1987,255.6,"E",,1992,254.4,"E",,1997,247.6,"E",,2002,324.1,"E",,2007,358.7,"E",,2012,409.6,"E",,2017,463.5,"E",
"Population density (inhab/km2)","Saint Kitts and Nevis",1962,145.6,"E",,1967,135.4,"E",,1972,126.7,"E",,1977,125.5,"E",,1982,164.5,"E",,1987,159.0,"E",,1992,159.1,"E",,1997,168.7,"E",,2002,179.4,"E",,2007,191.5,"E",,2012,202.3,"E",,2017,212.8,"E",
"Population density (inhab/km2)","Saint Lucia",1962,148.5,"E",,1967,160.5,"E",,1972,171.8,"E",,1977,181.9,"E",,1982,195.5,"E",,1987,211.3,"E",,1992,228.9,"E",,1997,243.7,"E",,2002,257.7,"E",,2007,269.8,"E",,2012,281.9,"E",,2017,288.4,"E",
"Population density (inhab/km2)","Saint Vincent and the Grenadines",1962,213.4,"E",,1967,225.0,"E",,1972,237.1,"E",,1977,250.4,"E",,1982,262.1,"E",,1987,271.5,"E",,1992,276.9,"E",,1997,276.9,"E",,2002,277.2,"E",,2007,279.5,"E",,2012,280.3,"E",,2017,281.8,"E",
"Population density (inhab/km2)","Samoa",1962,40.77,"E",,1967,47.25,"E",,1972,51.87,"E",,1977,53.94,"E",,1982,55.42,"E",,1987,56.69,"E",,1992,58.31,"E",,1997,60.63,"E",,2002,62.18,"E",,2007,64.19,"E",,2012,66.62,"E",,2017,69.15,"E",
"Population density (inhab/km2)","San Marino",1962,270.0,"E",,1967,303.8,"E",,1972,323.3,"E",,1977,338.3,"E",,1982,365.7,"E",,1987,386.8,"E",,1992,412.5,"E",,1997,441.8,"E",,2002,468.7,"E",,2007,499.7,"E",,2012,531.8,"E",,2017,556.7,"E",
"Population density (inhab/km2)","Sao Tome and Principe",1962,67.11,"E",,1967,70.7,"E",,1972,80.77,"E",,1977,91.07,"E",,1982,102.8,"E",,1987,111.9,"E",,1992,123.8,"E",,1997,136.6,"E",,2002,150.9,"E",,2007,169.9,"E",,2012,190.5,"E",,2017,212.8,"E",
"Population density (inhab/km2)","Saudi Arabia",1962,2.03,"E",,1967,2.417,"E",,1972,2.974,"E",,1977,3.829,"E",,1982,5.139,"E",,1987,6.757,"E",,1992,8.084,"E",,1997,9.074,"E",,2002,10.19,"E",,2007,11.75,"E",,2012,13.53,"E",,2017,15.32,"E",
"Population density (inhab/km2)","Senegal",1962,17.22,"E",,1967,19.82,"E",,1972,23.0,"E",,1977,26.38,"E",,1982,30.1,"E",,1987,35.05,"E",,1992,40.82,"E",,1997,46.75,"E",,2002,52.85,"E",,2007,60.36,"E",,2012,69.67,"E",,2017,80.58,"E",
"Population density (inhab/km2)","Serbia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,103.4,"E",,2012,101.4,"E",,2017,99.49,"E",
"Population density (inhab/km2)","Seychelles",1962,94.37,"E",,1967,106.3,"E",,1972,119.8,"E",,1977,135.9,"E",,1982,148.2,"E",,1987,152.2,"E",,1992,158.1,"E",,1997,170.6,"E",,2002,183.0,"E",,2007,196.3,"E",,2012,200.6,"E",,2017,206.0,"E",
"Population density (inhab/km2)","Sierra Leone",1962,32.68,"E",,1967,35.33,"E",,1972,38.77,"E",,1977,43.36,"E",,1982,48.76,"E",,1987,55.81,"E",,1992,59.9,"E",,1997,59.54,"E",,2002,68.56,"E",,2007,83.2,"E",,2012,93.58,"E",,2017,104.5,"E",
"Population density (inhab/km2)","Singapore",1962,2560.0,"E",,1967,2881.0,"E",,1972,3163.0,"E",,1977,3404.0,"E",,1982,3703.0,"E",,1987,4147.0,"E",,1992,4690.0,"E",,1997,5366.0,"E",,2002,6031.0,"E",,2007,6713.0,"E",,2012,7362.0,"E",,2017,7940.0,"E",
"Population density (inhab/km2)","Slovakia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,110.0,"E",,2002,110.1,"E",,2007,110.1,"E",,2012,110.5,"E",,2017,111.1,"E",
"Population density (inhab/km2)","Slovenia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,98.96,"E",,1997,98.08,"E",,2002,98.08,"E",,2007,99.36,"E",,2012,101.6,"E",,2017,100.6,"E",
"Population density (inhab/km2)","Solomon Islands",1962,4.329,"E",,1967,5.031,"E",,1972,5.972,"E",,1977,7.194,"E",,1982,8.529,"E",,1987,9.927,"E",,1992,11.42,"E",,1997,13.15,"E",,2002,15.06,"E",,2007,17.06,"E",,2012,19.08,"E",,2017,21.15,"E",
"Population density (inhab/km2)","Somalia",1962,4.507,"E",,1967,5.062,"E",,1972,5.45,"E",,1977,7.57,"E",,1982,10.53,"E",,1987,11.01,"E",,1992,11.74,"E",,1997,12.76,"E",,2002,15.0,"E",,2007,17.31,"E",,2012,20.02,"E",,2017,23.12,"E",
"Population density (inhab/km2)","South Africa",1962,15.09,"E",,1967,17.26,"E",,1972,19.81,"E",,1977,22.64,"E",,1982,25.7,"E",,1987,28.9,"E",,1992,32.29,"E",,1997,35.81,"E",,2002,38.57,"E",,2007,40.92,"E",,2012,43.47,"E",,2017,46.52,"E",
"Population density (inhab/km2)","South Sudan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,16.79,"K",,2017,19.52,"K",
"Population density (inhab/km2)","Spain",1962,61.59,"E",,1967,65.07,"E",,1972,68.7,"E",,1977,72.66,"E",,1982,75.71,"E",,1987,77.19,"E",,1992,78.09,"E",,1997,79.31,"E",,2002,83.09,"E",,2007,89.82,"E",,2012,92.61,"E",,2017,91.62,"E",
"Population density (inhab/km2)","Sri Lanka",1962,157.8,"E",,1967,177.7,"E",,1972,198.2,"E",,1977,217.5,"E",,1982,236.3,"E",,1987,253.7,"E",,1992,270.4,"E",,1997,281.6,"E",,2002,290.5,"E",,2007,302.0,"E",,2012,311.3,"E",,2017,318.2,"E",
"Population density (inhab/km2)","Sudan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,19.15,"K",,2017,21.57,"K",
"Population density (inhab/km2)","Suriname",1962,1.87,"E",,1967,2.141,"E",,1972,2.267,"E",,1977,2.204,"E",,1982,2.222,"E",,1987,2.342,"E",,1992,2.581,"E",,1997,2.784,"E",,2002,2.948,"E",,2007,3.111,"E",,2012,3.279,"E",,2017,3.439,"E",
"Population density (inhab/km2)","Sweden",1962,16.83,"E",,1967,17.49,"E",,1972,18.05,"E",,1977,18.32,"E",,1982,18.5,"E",,1987,18.7,"E",,1992,19.29,"E",,1997,19.7,"E",,2002,19.81,"E",,2007,20.35,"E",,2012,21.32,"E",,2017,22.15,"E",
"Population density (inhab/km2)","Switzerland",1962,133.3,"E",,1967,145.1,"E",,1972,151.9,"E",,1977,153.6,"E",,1982,153.6,"E",,1987,158.2,"E",,1992,165.1,"E",,1997,171.8,"E",,2002,175.4,"E",,2007,183.1,"E",,2012,194.5,"E",,2017,205.3,"E",
"Population density (inhab/km2)","Syrian Arab Republic",1962,26.33,"E",,1967,31.0,"E",,1972,36.72,"E",,1977,43.53,"E",,1982,51.79,"E",,1987,61.35,"E",,1992,71.21,"E",,1997,81.96,"E",,2002,92.28,"E",,2007,106.0,"E",,2012,110.3,"E",,2017,98.66,"E",
"Population density (inhab/km2)","Tajikistan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,38.6,"E",,1997,41.63,"E",,2002,45.23,"E",,2007,50.17,"E",,2012,56.09,"E",,2017,63.1,"E",
"Population density (inhab/km2)","Thailand",1962,56.67,"E",,1967,65.83,"E",,1972,76.13,"E",,1977,86.56,"E",,1982,96.02,"E",,1987,105.2,"E",,1992,112.7,"E",,1997,118.6,"E",,2002,124.9,"E",,2007,129.0,"E",,2012,132.2,"E",,2017,134.5,"E",
"Population density (inhab/km2)","Timor-Leste",1962,34.84,"E",,1967,38.26,"E",,1972,42.94,"E",,1977,42.78,"E",,1982,40.65,"E",,1987,47.04,"E",,1992,54.16,"E",,1997,58.64,"E",,2002,62.13,"E",,2007,71.62,"E",,2012,77.81,"E",,2017,87.16,"E",
"Population density (inhab/km2)","Togo",1962,28.4,"E",,1967,32.66,"E",,1972,39.58,"E",,1977,44.36,"E",,1982,51.33,"E",,1987,61.17,"E",,1992,69.96,"E",,1997,79.86,"E",,2002,92.46,"E",,2007,105.6,"E",,2012,120.8,"E",,2017,137.3,"E",
"Population density (inhab/km2)","Tokelau",1962,193.5,"E",,1967,181.8,"E",,1972,157.3,"E",,1977,155.6,"E",,1982,162.0,"E",,1987,169.7,"E",,1992,155.8,"E",,1997,154.7,"E",,2002,143.5,"E",,2007,114.1,"E",,2012,116.7,"E",,2017,130.0,"E",
"Population density (inhab/km2)","Tonga",1962,88.35,"E",,1967,105.4,"E",,1972,115.1,"E",,1977,120.4,"E",,1982,124.9,"E",,1987,125.8,"E",,1992,127.3,"E",,1997,129.0,"E",,2002,132.2,"E",,2007,136.5,"E",,2012,140.0,"E",,2017,144.0,"E",
"Population density (inhab/km2)","Trinidad and Tobago",1962,171.5,"E",,1967,180.5,"E",,1972,188.8,"E",,1977,202.7,"E",,1982,218.5,"E",,1987,232.9,"E",,1992,241.1,"E",,1997,245.8,"E",,2002,249.1,"E",,2007,255.2,"E",,2012,261.6,"E",,2017,266.9,"E",
"Population density (inhab/km2)","Tunisia",1962,26.3,"E",,1967,28.96,"E",,1972,32.32,"E",,1977,36.15,"E",,1982,41.16,"E",,1987,47.01,"E",,1992,52.58,"E",,1997,57.36,"E",,2002,60.29,"E",,2007,62.94,"E",,2012,66.54,"E",,2017,70.48,"E",
"Population density (inhab/km2)","Turkey",1962,36.71,"E",,1967,41.35,"E",,1972,46.59,"E",,1977,52.34,"E",,1982,58.6,"E",,1987,522.6,"E",,1992,70.99,"E",,1997,76.87,"E",,2002,82.95,"E",,2007,88.62,"E",,2012,94.95,"E",,2017,102.8,"E",
"Population density (inhab/km2)","Turkmenistan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,7.99,"E",,1997,8.922,"E",,2002,9.445,"E",,2007,9.977,"E",,2012,10.79,"E",,2017,11.8,"E",
"Population density (inhab/km2)","Tuvalu",1962,213.0,"E",,1967,234.7,"E",,1972,248.6,"E",,1977,260.5,"E",,1982,276.1,"E",,1987,294.0,"E",,1992,303.6,"E",,1997,309.2,"E",,2002,321.2,"E",,2007,341.3,"E",,2012,357.3,"E",,2017,373.0,"E",
"Population density (inhab/km2)","Uganda",1962,29.97,"E",,1967,35.52,"E",,1972,41.35,"E",,1977,47.49,"E",,1982,55.16,"E",,1987,64.98,"E",,1992,77.22,"E",,1997,90.52,"E",,2002,106.5,"E",,2007,126.6,"E",,2012,150.3,"E",,2017,177.4,"E",
"Population density (inhab/km2)","Ukraine",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,85.19,"E",,1997,83.16,"E",,2002,79.5,"E",,2007,76.86,"E",,2012,75.14,"E",,2017,73.27,"E",
"Population density (inhab/km2)","United Arab Emirates",1962,1.346,"E",,1967,2.037,"E",,1972,3.981,"E",,1977,8.949,"E",,1982,14.23,"E",,1987,18.67,"E",,1992,24.96,"E",,1997,32.3,"E",,2002,41.95,"E",,2007,72.3,"E",,2012,106.5,"E",,2017,112.4,"E",
"Population density (inhab/km2)","United Kingdom",1962,218.3,"E",,1967,225.5,"E",,1972,229.7,"E",,1977,231.0,"E",,1982,231.1,"E",,1987,232.8,"E",,1992,236.0,"E",,1997,239.5,"E",,2002,243.6,"E",,2007,252.1,"E",,2012,263.7,"E",,2017,271.7,"E",
"Population density (inhab/km2)","United Republic of Tanzania",1962,11.28,"E",,1967,13.1,"E",,1972,15.31,"E",,1977,17.96,"E",,1982,21.0,"E",,1987,24.49,"E",,1992,28.73,"E",,1997,33.39,"E",,2002,38.11,"E",,2007,44.26,"E",,2012,51.81,"E",,2017,60.5,"E",
"Population density (inhab/km2)","United States of America",1962,19.98,"E",,1967,21.18,"E",,1972,22.16,"E",,1977,23.19,"E",,1982,24.32,"E",,1987,25.49,"E",,1992,26.74,"E",,1997,28.26,"E",,2002,29.85,"E",,2007,31.21,"E",,2012,31.87,"E",,2017,33.0,"E",
"Population density (inhab/km2)","Uruguay",1962,14.78,"E",,1967,15.61,"E",,1972,16.01,"E",,1977,16.21,"E",,1982,16.76,"E",,1987,17.31,"E",,1992,17.9,"E",,1997,18.56,"E",,2002,18.89,"E",,2007,18.95,"E",,2012,19.28,"E",,2017,19.62,"E",
"Population density (inhab/km2)","Uzbekistan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,47.93,"E",,1997,53.01,"E",,2002,568.0,"E",,2007,61.0,"E",,2012,66.03,"E",,2017,71.33,"E",
"Population density (inhab/km2)","Vanuatu",1962,5.563,"E",,1967,6.441,"E",,1972,7.45,"E",,1977,8.712,"E",,1982,9.959,"E",,1987,11.16,"E",,1992,12.73,"E",,1997,14.36,"E",,2002,15.91,"E",,2007,18.05,"E",,2012,20.3,"E",,2017,22.66,"E",
"Population density (inhab/km2)","Venezuela (Bolivarian Republic of)",1962,9.639,"E",,1967,11.54,"E",,1972,13.47,"E",,1977,15.49,"E",,1982,17.75,"E",,1987,20.22,"E",,1992,22.8,"E",,1997,25.34,"E",,2002,27.86,"E",,2007,30.36,"E",,2012,32.78,"E",,2017,35.06,"E",
"Population density (inhab/km2)","Viet Nam",1962,104.6,"E",,1967,120.8,"E",,1972,137.3,"E",,1977,154.4,"E",,1982,171.6,"E",,1987,193.4,"E",,1992,214.8,"E",,1997,233.9,"E",,2002,248.9,"E",,2007,259.3,"E",,2012,273.3,"E",,2017,288.4,"E",
"Population density (inhab/km2)","Yemen",1962,10.14,"E",,1967,11.1,"E",,1972,12.14,"E",,1977,13.77,"E",,1982,16.6,"E",,1987,20.13,"E",,1992,25.24,"E",,1997,31.08,"E",,2002,35.83,"E",,2007,41.2,"E",,2012,47.18,"E",,2017,53.51,"E",
"Population density (inhab/km2)","Zambia",1962,4.306,"E",,1967,5.038,"E",,1972,5.939,"E",,1977,7.066,"E",,1982,8.379,"E",,1987,9.814,"E",,1992,11.23,"E",,1997,12.84,"E",,2002,14.78,"E",,2007,16.91,"E",,2012,19.53,"E",,2017,22.71,"E",
"Population density (inhab/km2)","Zimbabwe",1962,10.23,"E",,1967,12.03,"E",,1972,14.17,"E",,1977,16.64,"E",,1982,19.76,"E",,1987,23.78,"E",,1992,27.34,"E",,1997,29.97,"E",,2002,31.99,"E",,2007,34.11,"E",,2012,37.65,"E",,2017,42.3,"E",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Long-term average annual precipitation in volume (10^9 m3/year)","Afghanistan",1962,213.5,"K",,1967,213.5,"K",,1972,213.5,"K",,1977,213.5,"K",,1982,213.5,"K",,1987,213.5,"K",,1992,213.5,"K",,1997,213.5,"K",,2002,213.5,"K",,2007,213.5,"K",,2012,213.5,"K",,2017,213.5,"K",
"Long-term average annual precipitation in volume (10^9 m3/year)","Albania",1962,42.69,"E",,1967,42.69,"E",,1972,42.69,"E",,1977,42.69,"E",,1982,42.69,"E",,1987,42.69,"E",,1992,42.69,"E",,1997,42.69,"E",,2002,42.69,"E",,2007,42.69,"E",,2012,42.69,"E",,2017,42.69,"E",
"Long-term average annual precipitation in volume (10^9 m3/year)","Algeria",1962,212.0,"E",,1967,212.0,"E",,1972,212.0,"E",,1977,212.0,"E",,1982,212.0,"E",,1987,212.0,"E",,1992,212.0,"E",,1997,212.0,"E",,2002,212.0,"E",,2007,212.0,"E",,2012,212.0,"E",,2017,212.0,"E",
"Long-term average annual precipitation in volume (10^9 m3/year)","Andorra",1962,0.4724,"E",,1967,0.4724,"E",,1972,0.4724,"E",,1977,0.4724,"E",,1982,0.4724,"E",,1987,0.4724,"E",,1992,0.4724,"E",,1997,0.4724,"E",,2002,0.4724,"E",,2007,0.4724,"E",,2012,0.4724,"E",,2017,0.4724,"E",
"Long-term average annual precipitation in volume (10^9 m3/year)","Angola",1962,1259.0,"E",,1967,1259.0,"E",,1972,1259.0,"E",,1977,1259.0,"E",,1982,1259.0,"E",,1987,1259.0,"E",,1992,1259.0,"E",,1997,1259.0,"E",,2002,1259.0,"E",,2007,1259.0,"E",,2012,1259.0,"E",,2017,1259.0,"E",
